word,reading,meaning,,source,,related
無始曠劫,むしこうごう,どれくらいかもわからないほどの昔のこと。 「無始」はいつが始まりだったかわからないこと。 「曠劫」はとても長い過去の年月のこと。,,,,
無始無終,むしむじゅう（むしむしゅう）,始まりもなく、終わりもないこと。 仏教語で、死んでは生まれ変わる輪廻（りんね）を永遠に繰り返すという意味から。,無始無終（むしむしゅう）,,５,
悪婦破家,あくふはか,悪妻は家族の不仲のもとになって、家庭を崩壊させること。,,『通俗編』「輪常」,,
無私無偏,むしむへん,自分の利益などを考えずに公平に行動や判断をすること。 「無偏」は偏ることがないこと。,,,準２,厳正中立（げんせいちゅうりつ） 公平無私（こうへいむし） 是是非非（ぜぜひひ） 不偏不党（ふへんふとう） 無偏無党（むへんむとう）
無声之詩,むせいのし,絵画のこと。 音声がなくても詩を作りたい気分になるものということから。,,,,
無声無臭,むせいむしゅう,誰にも気づかれずに目立たないことや、行動しても影響がまったく無いこと。 または、天の行いは、はかりしることができないので、人は気がつかないということ。 何の声もなく、何のにおいもしないという意味から。,,『詩経』「大雅・文王」,準２,
無駄方便,むだほうべん,役にたっていないように見えるものが、実際は何かの役にたっていることもあること。 「方便」は状況にあわせた方法のこと。,,,準２,無用之用（むようのよう）
無茶苦茶,むちゃくちゃ,物事の筋道が立たないこと。 または、物事の程度をひどく超えていること。 「苦茶」は「無茶」を強調する言葉。 もとは平仮名の言葉で漢字を当てた言葉とされる。,,,５,滅茶苦茶（めちゃくちゃ） 目茶目茶（めちゃめちゃ）
夢中説夢,むちゅうせつむ,内に何も無く、頼りにならないこと。 または、この世の全てのものには実体がなく、うつろではかないものであるということ。 夢の中で夢の話をするという意味から。 「夢中夢を説く」とも読む。,,『大般若波羅密多経』,,
無手勝流,むてかつりゅう,策略を巡らせて、実際に戦わずに勝つことやその方法。 または、誰かに教わることなく、自身で考え出したやり方のこと。 「無手勝」は武器を何も持たずに勝利すること。 「流」は物事のやり方。 日本の戦国時代の剣客、塚原卜伝が渡し舟に乗っている時に真剣勝負を挑まれ、陸で戦おうと川の中州に誘ったあとに、そのまま舟を出して置き去りにして、「戦わずに勝つ、それが無手勝流だ」と言って相手を諫（いさ）めたという故事から。,,,,
無病呻吟,むびょうしんぎん,病気になっているわけではないのに苦しそうにすること。 または、取り立てるほどのことでもないのに、大げさに騒ぎ立てること。 または、必要以上に嘆息して見せるだけで、真実だとは思えない詩文のたとえ。 「呻吟」は苦しんで声を発すること。,,,１,
悪木盗泉,あくぼくとうせん,困窮したとしても人としての道理を外れた行いはしないこと。 または、悪事に近づかないこと。 「悪木」はとげやにおいがあり人を困らせる悪い木、「盗泉」は泉の名前で、孔子が名前を嫌い喉が渇いていても水を飲まなかった泉。,,『文選』陸機「猛虎行」,４,瓜田之覆（かでんのり） 瓜田李下（かでんりか） 李下之冠（りかのかんむり）
明明赫赫,めいめいかくかく（めいめいかっかく）,はっきりと明るく、光り輝く様子。 「明明」ははっきりとしている様子のこと。 「赫赫」は非常に明るく輝く様子のこと。 「赫赫明明（赫々明々）」ともいう。,明々赫々（めいめいかくかく） 赫赫明明（かくかくめいめい） 赫々明々（かくかくめいめい）,『詩経』「大雅・大明」,準１,
冥冥之志,めいめいのこころざし,人に知られないように努力すること。 または、人に知られないように心の底で決意すること。 「冥冥」は暗い様子という意味から、人に知られない様子のこと。,冥々之志（めいめいのこころざし）,『荀子』「観岳」,準１,
明目張胆,めいもくちょうたん,大事な任務などの時の心構えのことで、勇気を振り絞って恐れずに向かっていくこと。 「明目」はしっかりと見ること。 「張胆」は恐れることなく思い切って立ち向かうこと。,,『晋書』「王敦伝」,,大胆不敵（だいたんふてき）
名誉挽回,めいよばんかい,失敗して失った信用や名声を、後の行いによってとり返すこと。 「挽回」は失ったものをとり返すという意味から。,,,準１,名誉回復（めいよかいふく）
明来暗往,めいらいあんおう,親密な関係のたとえ。 「明来」は表立って行き来すること。 「暗往」は人に知られないように行き来すること。 悪い意味で使われることが多い言葉。,,,,
明朗闊達,めいろうかったつ,明るくて些細なことにこだわらずさっぱりしていること。 「闊達」は些細なことにこだわらないこと。度量の大きいこと。 「闊達明朗」ともいう。,闊達明朗（かったつめいろう）,,１,明朗快活（めいろうかいかつ）
名論卓説,めいろんたくせつ,本質を見通しているすぐれた意見のこと。 素晴らしい意見と説という意味から。,,,３,高論卓説（こうろんたくせつ） 高論名説（こうろんめいせつ）
迷惑千万,めいわくせんばん,非常に迷惑なこと。 「千万」は数が非常に多いという意味から、程度のはげしさをあらわす言葉。,,,４,迷惑至極（めいわくしごく）
目茶目茶,めちゃめちゃ,物事の筋道が立たないこと。 または、物事の程度をひどく超えていること。 または、ひどく混乱している様子。 「目茶」は当て字で、同じ言葉を重ねて強調した言葉。 「滅茶滅茶」とも書く。,滅茶滅茶（めちゃめちゃ）,,,無茶苦茶（むちゃくちゃ） 滅茶苦茶（めちゃくちゃ）
免許皆伝,めんきょかいでん,武術や芸術の技術の全てを、師匠が弟子に伝えること。 「皆伝」は師匠が武術や技芸の全てを伝えること。,,,３,
易往易行,いおういぎょう,阿弥陀如来にすがり南無阿弥陀仏を唱えれば、たやすい修行で極楽往生できるという他力本願の浄土宗の教えのこと。,,,５,易往易修（いおういしゅう） 易行易修（いぎょういしゅう）
面向不背,めんこうふはい,どの方向から見ても整っていて美しいこと。 または、どの方向から見ても同じであること。 「面向」は顔の額の中央ということから、顔の正面のこと。 「不背」は裏が存在しないこと。 元は正面が三方向ある仏像のことをいい、どの方向から見ても正面になるということから。,,,５,
麪市塩車,めんしえんしゃ,雪が降って積もっている景色を言い表す言葉。 「麪市」は白い小麦粉の市場ということから、市場に雪が積もっていることのたとえ。 「塩車」は白い塩を載せている車ということから、車に雪が積もっていることのたとえ。 市街も車も雪が積もっているように見えるという意味から。 「麺市塩車」とも書く。,麺市塩車（めんしえんしゃ）,李商隠「喜雪」,準１,
